cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
FRT1ST0014HS0038CN001024T1,Islam is a religion incompatible with the values ,The values ,Islamophobia,generic,denouncing,,,
FRT1ST0014HS0038CN001025,L'islam est une religion incompatible avec les valeurs de la République.,L'islam est une religion tout à fait compatible avec les valeurs de la République. Sinon la France aurait 6 millions de problèmes.,Islamophobia,generic,"facts , positive",34,male,Master
FRT1ST0014HS0038CN001025P1,L'islam ne partage pas nos valeurs républicaines.,L'islam est une religion tout à fait compatible avec les valeurs de la République. Sinon la France aurait 6 millions de problèmes.,Islamophobia,generic,"facts , positive",34,male,Master
FRT1ST0014HS0038CN001025P2,L'islam n'est pas pour notre république.,L'islam est une religion tout à fait compatible avec les valeurs de la République. Sinon la France aurait 6 millions de problèmes.,Islamophobia,generic,"facts , positive",34,male,Master
FRT1ST0014HS0038CN001025T1,Islam is a religion incompatible with the values ,Islam is a religion entirely compatible with the values ,Islamophobia,generic,"facts , positive",,,
FRT1ST0014HS0038CN001026,L'islam est une religion incompatible avec les valeurs de la République.,Discours de haine et de jugement non fondé!,Islamophobia,generic,denouncing,50,female,Bachelor
FRT1ST0014HS0038CN001026P1,L'islam ne partage pas nos valeurs républicaines.,Discours de haine et de jugement non fondé!,Islamophobia,generic,denouncing,50,female,Bachelor
FRT1ST0014HS0038CN001026P2,L'islam n'est pas pour notre république.,Discours de haine et de jugement non fondé!,Islamophobia,generic,denouncing,50,female,Bachelor
FRT1ST0014HS0038CN001026T1,Islam is a religion incompatible with the values ,Hate speech and unfounded judgement!,Islamophobia,generic,denouncing,,,
FRT1ST0014HS0038CN001027,L'islam est une religion incompatible avec les valeurs de la République.,"Les médias , toujours les médias.",Islamophobia,generic,denouncing,50,female,Bachelor
FRT1ST0014HS0038CN001027P1,L'islam ne partage pas nos valeurs républicaines.,"Les médias , toujours les médias.",Islamophobia,generic,denouncing,50,female,Bachelor
FRT1ST0014HS0038CN001027P2,L'islam n'est pas pour notre république.,"Les médias , toujours les médias.",Islamophobia,generic,denouncing,50,female,Bachelor
FRT1ST0014HS0038CN001027T1,Islam is a religion incompatible with the values ,"The media, always the media.",Islamophobia,generic,denouncing,,,
FRT1ST0014HS0038CN001028,L'islam est une religion incompatible avec les valeurs de la République.,"Posée leur la question, ils seront ravi de débattre sur le sujet!",Islamophobia,generic,other,50,female,Bachelor
FRT1ST0014HS0038CN001028P1,L'islam ne partage pas nos valeurs républicaines.,"Posée leur la question, ils seront ravi de débattre sur le sujet!",Islamophobia,generic,other,50,female,Bachelor
FRT1ST0014HS0038CN001028P2,L'islam n'est pas pour notre république.,"Posée leur la question, ils seront ravi de débattre sur le sujet!",Islamophobia,generic,other,50,female,Bachelor
FRT1ST0014HS0038CN001028T1,Islam is a religion incompatible with the values ,"Ask them your questions, they will be happy to discuss the subject!",Islamophobia,generic,other,,,
FRT1ST0014HS0038CN001029,L'islam est une religion incompatible avec les valeurs de la République.,"Que s'avez vous de l'islam ,en dehors de ce que véhicule les médias ,ahh oui le couscous!",Islamophobia,generic,denouncing,50,female,Bachelor
FRT1ST0014HS0038CN001029P1,L'islam ne partage pas nos valeurs républicaines.,"Que s'avez vous de l'islam ,en dehors de ce que véhicule les médias ,ahh oui le couscous!",Islamophobia,generic,denouncing,50,female,Bachelor
FRT1ST0014HS0038CN001029P2,L'islam n'est pas pour notre république.,"Que s'avez vous de l'islam ,en dehors de ce que véhicule les médias ,ahh oui le couscous!",Islamophobia,generic,denouncing,50,female,Bachelor
FRT1ST0014HS0038CN001029T1,Islam is a religion incompatible with the values ,"What do you have of Islam, apart from what the media conveys? Oh yes, couscous!",Islamophobia,generic,denouncing,,,
FRT1ST0014HS0038CN001030,L'islam est une religion incompatible avec les valeurs de la République.,Quel république? Nous allons droit vers une dictature!,Islamophobia,generic,"denouncing , hypocrisy , question",50,female,Bachelor
FRT1ST0014HS0038CN001030P1,L'islam ne partage pas nos valeurs républicaines.,Quel république? Nous allons droit vers une dictature!,Islamophobia,generic,"denouncing , hypocrisy , question",50,female,Bachelor
FRT1ST0014HS0038CN001030P2,L'islam n'est pas pour notre république.,Quel république? Nous allons droit vers une dictature!,Islamophobia,generic,"denouncing , hypocrisy , question",50,female,Bachelor
FRT1ST0014HS0038CN001030T1,Islam is a religion incompatible with the values ,What republic? We're going straight to a dictatorship!,Islamophobia,generic,"denouncing , hypocrisy , question",,,
FRT1ST0014HS0038CN001031,L'islam est une religion incompatible avec les valeurs de la République.,Ces propos stigmatisent une partie des citoyens.,Islamophobia,generic,denouncing,36,female,Master
FRT1ST0014HS0038CN001031P1,L'islam ne partage pas nos valeurs républicaines.,Ces propos stigmatisent une partie des citoyens.,Islamophobia,generic,denouncing,36,female,Master
FRT1ST0014HS0038CN001031P2,L'islam n'est pas pour notre république.,Ces propos stigmatisent une partie des citoyens.,Islamophobia,generic,denouncing,36,female,Master
FRT1ST0014HS0038CN001031T1,Islam is a religion incompatible with the values ,These statements stigmatize some citizens.,Islamophobia,generic,denouncing,,,
FRT1ST0014HS0038CN001032,L'islam est une religion incompatible avec les valeurs de la République.,De tels propos mettent en péril le vivre ensemble.,Islamophobia,generic,denouncing,36,female,Master
FRT1ST0014HS0038CN001032P1,L'islam ne partage pas nos valeurs républicaines.,De tels propos mettent en péril le vivre ensemble.,Islamophobia,generic,denouncing,36,female,Master
FRT1ST0014HS0038CN001032P2,L'islam n'est pas pour notre république.,De tels propos mettent en péril le vivre ensemble.,Islamophobia,generic,denouncing,36,female,Master
FRT1ST0014HS0038CN001032T1,Islam is a religion incompatible with the values ,Such statements jeopardize living together.,Islamophobia,generic,denouncing,,,
FRT1ST0014HS0038CN001033,L'islam est une religion incompatible avec les valeurs de la République.,La république respecte ses citoyens et leur confession.,Islamophobia,generic,facts,36,female,Master
FRT1ST0014HS0038CN001033P1,L'islam ne partage pas nos valeurs républicaines.,La république respecte ses citoyens et leur confession.,Islamophobia,generic,facts,36,female,Master
FRT1ST0014HS0038CN001033P2,L'islam n'est pas pour notre république.,La république respecte ses citoyens et leur confession.,Islamophobia,generic,facts,36,female,Master
FRT1ST0014HS0038CN001033T1,Islam is a religion incompatible with the values ,The Republic respects its citizens and their faith.,Islamophobia,generic,facts,,,
FRT1ST0014HS0038CN001034,L'islam est une religion incompatible avec les valeurs de la République.,L'islam est une religion de paix et de tolérance.,Islamophobia,generic,facts,36,female,Master
FRT1ST0014HS0038CN001034P1,L'islam ne partage pas nos valeurs républicaines.,L'islam est une religion de paix et de tolérance.,Islamophobia,generic,facts,36,female,Master
FRT1ST0014HS0038CN001034P2,L'islam n'est pas pour notre république.,L'islam est une religion de paix et de tolérance.,Islamophobia,generic,facts,36,female,Master
FRT1ST0014HS0038CN001034T1,Islam is a religion incompatible with the values ,Islam is a religion of peace and tolerance.,Islamophobia,generic,facts,,,
FRT1ST0014HS0038CN001035,L'islam est une religion incompatible avec les valeurs de la République.,Pourquoi?,Islamophobia,generic,question,36,female,Master
FRT1ST0014HS0038CN001035P1,L'islam ne partage pas nos valeurs républicaines.,Pourquoi?,Islamophobia,generic,question,36,female,Master
FRT1ST0014HS0038CN001035P2,L'islam n'est pas pour notre république.,Pourquoi?,Islamophobia,generic,question,36,female,Master
FRT1ST0014HS0038CN001035T1,Islam is a religion incompatible with the values ,Why?,Islamophobia,generic,question,,,
FRT1ST0014HS0038CN001036,L'islam est une religion incompatible avec les valeurs de la République.,Si c'est être intolérant alors oui.,Islamophobia,generic,denouncing,41,male,Less than high school
FRT1ST0014HS0038CN001036P1,L'islam ne partage pas nos valeurs républicaines.,Si c'est être intolérant alors oui.,Islamophobia,generic,denouncing,41,male,Less than high school
FRT1ST0014HS0038CN001036P2,L'islam n'est pas pour notre république.,Si c'est être intolérant alors oui.,Islamophobia,generic,denouncing,41,male,Less than high school
FRT1ST0014HS0038CN001036T1,Islam is a religion incompatible with the values ,If it's being intolerant then yes.,Islamophobia,generic,denouncing,,,
FRT1ST0014HS0038CN001037,L'islam est une religion incompatible avec les valeurs de la République.,Cela est votre avis et ces loin d'etre Une vérité.,Islamophobia,generic,denouncing,37,male,Some university without degree
FRT1ST0014HS0038CN001037P1,L'islam ne partage pas nos valeurs républicaines.,Cela est votre avis et ces loin d'etre Une vérité.,Islamophobia,generic,denouncing,37,male,Some university without degree
FRT1ST0014HS0038CN001037P2,L'islam n'est pas pour notre république.,Cela est votre avis et ces loin d'etre Une vérité.,Islamophobia,generic,denouncing,37,male,Some university without degree
FRT1ST0014HS0038CN001037T1,Islam is a religion incompatible with the values ,That's your opinion and it is far from being a truth.,Islamophobia,generic,denouncing,,,
FRT1ST0014HS0038CN001038,L'islam est une religion incompatible avec les valeurs de la République.,Il y'a déjà plusieurs siècle que l'islam défend la liberté l'egalite La fraternité bien avent la république.,Islamophobia,generic,facts,37,male,Some university without degree
FRT1ST0014HS0038CN001038P1,L'islam ne partage pas nos valeurs républicaines.,Il y'a déjà plusieurs siècle que l'islam défend la liberté l'egalite La fraternité bien avent la république.,Islamophobia,generic,facts,37,male,Some university without degree
FRT1ST0014HS0038CN001038P2,L'islam n'est pas pour notre république.,Il y'a déjà plusieurs siècle que l'islam défend la liberté l'egalite La fraternité bien avent la république.,Islamophobia,generic,facts,37,male,Some university without degree
FRT1ST0014HS0038CN001038T1,Islam is a religion incompatible with the values ,"It is been several centuries that Islam advocatesfreedom, equality, fraternity, well before the republic.",Islamophobia,generic,facts,,,
FRT1ST0014HS0038CN001039,L'islam est une religion incompatible avec les valeurs de la République.,Islam est par définition la valeur universelle.,Islamophobia,generic,facts,37,male,Some university without degree
FRT1ST0014HS0038CN001039P1,L'islam ne partage pas nos valeurs républicaines.,Islam est par définition la valeur universelle.,Islamophobia,generic,facts,37,male,Some university without degree
FRT1ST0014HS0038CN001039P2,L'islam n'est pas pour notre république.,Islam est par définition la valeur universelle.,Islamophobia,generic,facts,37,male,Some university without degree
FRT1ST0014HS0038CN001039T1,Islam is a religion incompatible with the values ,Islam is by definition the universal value.,Islamophobia,generic,facts,,,
FRT1ST0014HS0038CN001040,L'islam est une religion incompatible avec les valeurs de la République.,"La république est l'islam ôn l'es même but l'egalite , la liberté et l'egalite.",Islamophobia,generic,facts,37,male,Some university without degree
FRT1ST0014HS0038CN001040P1,L'islam ne partage pas nos valeurs républicaines.,"La république est l'islam ôn l'es même but l'egalite , la liberté et l'egalite.",Islamophobia,generic,facts,37,male,Some university without degree
FRT1ST0014HS0038CN001040P2,L'islam n'est pas pour notre république.,"La république est l'islam ôn l'es même but l'egalite , la liberté et l'egalite.",Islamophobia,generic,facts,37,male,Some university without degree
FRT1ST0014HS0038CN001040T1,Islam is a religion incompatible with the values ,"The republic is Islam for the same purpose, equality, liberty and equality.",Islamophobia,generic,facts,,,
FRT1ST0014HS0038CN001041,L'islam est une religion incompatible avec les valeurs de la République.,Pense cela est le signe de votre méconnaissance.,Islamophobia,generic,denouncing,37,male,Some university without degree
FRT1ST0014HS0038CN001041P1,L'islam ne partage pas nos valeurs républicaines.,Pense cela est le signe de votre méconnaissance.,Islamophobia,generic,denouncing,37,male,Some university without degree
FRT1ST0014HS0038CN001041P2,L'islam n'est pas pour notre république.,Pense cela est le signe de votre méconnaissance.,Islamophobia,generic,denouncing,37,male,Some university without degree
FRT1ST0014HS0038CN001041T1,Islam is a religion incompatible with the values ,Think this is a sign of your ignorance.,Islamophobia,generic,denouncing,,,
FRT1ST0014HS0038CN001042,L'islam est une religion incompatible avec les valeurs de la République.,"C'est l'islam qui a en premier instauré les droits des femmes, légalité la fraternité.",Islamophobia,generic,facts,38,male,PhD
FRT1ST0014HS0038CN001042P1,L'islam ne partage pas nos valeurs républicaines.,"C'est l'islam qui a en premier instauré les droits des femmes, légalité la fraternité.",Islamophobia,generic,facts,38,male,PhD
FRT1ST0014HS0038CN001042P2,L'islam n'est pas pour notre république.,"C'est l'islam qui a en premier instauré les droits des femmes, légalité la fraternité.",Islamophobia,generic,facts,38,male,PhD
FRT1ST0014HS0038CN001042T1,Islam is a religion incompatible with the values ,"It was Islam that first established the rights of women, legal fraternity.",Islamophobia,generic,facts,,,
FRT1ST0014HS0038CN001043,L'islam est une religion incompatible avec les valeurs de la République.,L'islam prône également l'égalité et la tolérance vis à vis des non musulmans.,Islamophobia,generic,facts,31,male,PhD
FRT1ST0014HS0038CN001043P1,L'islam ne partage pas nos valeurs républicaines.,L'islam prône également l'égalité et la tolérance vis à vis des non musulmans.,Islamophobia,generic,facts,31,male,PhD
FRT1ST0014HS0038CN001043P2,L'islam n'est pas pour notre république.,L'islam prône également l'égalité et la tolérance vis à vis des non musulmans.,Islamophobia,generic,facts,31,male,PhD
FRT1ST0014HS0038CN001043T1,Islam is a religion incompatible with the values ,Islam also promotes equality and tolerance towards non-Muslims.,Islamophobia,generic,facts,,,
FRT1ST0014HS0038CN001044,L'islam est une religion incompatible avec les valeurs de la République.,"L'islam prône également la liberté, l'égalité et la fraternité. Cela est visible dans de nombreux versets et des paroles prophètiques.",Islamophobia,generic,facts,31,male,PhD
FRT1ST0014HS0038CN001044P1,L'islam ne partage pas nos valeurs républicaines.,"L'islam prône également la liberté, l'égalité et la fraternité. Cela est visible dans de nombreux versets et des paroles prophètiques.",Islamophobia,generic,facts,31,male,PhD
FRT1ST0014HS0038CN001044P2,L'islam n'est pas pour notre république.,"L'islam prône également la liberté, l'égalité et la fraternité. Cela est visible dans de nombreux versets et des paroles prophètiques.",Islamophobia,generic,facts,31,male,PhD
FRT1ST0014HS0038CN001044T1,Islam is a religion incompatible with the values ,"Islam also advocates freedom, equality and fraternity. This is visible in many verses and prophetic words.",Islamophobia,generic,facts,,,
FRT1ST0014HS0038CN001045,L'islam est une religion incompatible avec les valeurs de la République.,Faudrait déjà que la République est des valeurs. Comme par exemple respecter la religions des autres.,Islamophobia,generic,facts,49,male,High school
FRT1ST0014HS0038CN001045P1,L'islam ne partage pas nos valeurs républicaines.,Faudrait déjà que la République est des valeurs. Comme par exemple respecter la religions des autres.,Islamophobia,generic,facts,49,male,High school
FRT1ST0014HS0038CN001045P2,L'islam n'est pas pour notre république.,Faudrait déjà que la République est des valeurs. Comme par exemple respecter la religions des autres.,Islamophobia,generic,facts,49,male,High school
FRT1ST0014HS0038CN001045T1,Islam is a religion incompatible with the values ,We already have the Republic's values. Such as respecting religions of others.,Islamophobia,generic,facts,,,
FRT1ST0014HS0038CN001046,L'islam est une religion incompatible avec les valeurs de la République.,En quel niveau? Connaissez vous vraiment les valeurs de la République ou l Islam commençons par connaître la devise! Tout est dit.,Islamophobia,generic,question,32,female,Bachelor
FRT1ST0014HS0038CN001046P1,L'islam ne partage pas nos valeurs républicaines.,En quel niveau? Connaissez vous vraiment les valeurs de la République ou l Islam commençons par connaître la devise! Tout est dit.,Islamophobia,generic,question,32,female,Bachelor
FRT1ST0014HS0038CN001046P2,L'islam n'est pas pour notre république.,En quel niveau? Connaissez vous vraiment les valeurs de la République ou l Islam commençons par connaître la devise! Tout est dit.,Islamophobia,generic,question,32,female,Bachelor
FRT1ST0014HS0038CN001046T1,Islam is a religion incompatible with the values ,At what level? Do you really know the values of the Republic where Islam starts by knowing the motto! That's all said and done.,Islamophobia,generic,question,,,
FRT1ST0014HS0038CN001047,L'islam est une religion incompatible avec les valeurs de la République.,L Islam prône des valeurs universelles de partage d amour de respect et de tolérance tout comme la République à partir de là y a totale compatibilité ne parlez pas de thèmes que vois ne maîtrisez pas.,Islamophobia,generic,"denouncing , facts",32,female,Bachelor
FRT1ST0014HS0038CN001047P1,L'islam ne partage pas nos valeurs républicaines.,L Islam prône des valeurs universelles de partage d amour de respect et de tolérance tout comme la République à partir de là y a totale compatibilité ne parlez pas de thèmes que vois ne maîtrisez pas.,Islamophobia,generic,"denouncing , facts",32,female,Bachelor
FRT1ST0014HS0038CN001047P2,L'islam n'est pas pour notre république.,L Islam prône des valeurs universelles de partage d amour de respect et de tolérance tout comme la République à partir de là y a totale compatibilité ne parlez pas de thèmes que vois ne maîtrisez pas.,Islamophobia,generic,"denouncing , facts",32,female,Bachelor
FRT1ST0014HS0038CN001047T1,Islam is a religion incompatible with the values ,"Islam advocates universal values of sharing love, respect and tolerance, just as the Republic from there on is full of compatibility, do not talk about themes that you see that you do not master.",Islamophobia,generic,"denouncing , facts",,,
FRT1ST0014HS0038CN001048,L'islam est une religion incompatible avec les valeurs de la République.,La laïcité est une religion le saviez-vous Alors renseignez-vous avant de dire des âneries.,Islamophobia,generic,"facts , question",45,female,Bachelor
FRT1ST0014HS0038CN001048P1,L'islam ne partage pas nos valeurs républicaines.,La laïcité est une religion le saviez-vous Alors renseignez-vous avant de dire des âneries.,Islamophobia,generic,"facts , question",45,female,Bachelor
FRT1ST0014HS0038CN001048P2,L'islam n'est pas pour notre république.,La laïcité est une religion le saviez-vous Alors renseignez-vous avant de dire des âneries.,Islamophobia,generic,"facts , question",45,female,Bachelor
FRT1ST0014HS0038CN001048T1,Islam is a religion incompatible with the values ,"Secularism is a religion, did you know that? So make enquiries before saying anything.",Islamophobia,generic,"facts , question",,,
FRT1ST0014HS0038CN001049,L'islam est une religion incompatible avec les valeurs de la République.,J'ose dire que la République est incompatible avec toutes les religions.,Islamophobia,generic,"facts , hypocrisy",45,female,Bachelor
FRT1ST0014HS0038CN001049P1,L'islam ne partage pas nos valeurs républicaines.,J'ose dire que la République est incompatible avec toutes les religions.,Islamophobia,generic,"facts , hypocrisy",45,female,Bachelor
FRT1ST0014HS0038CN001049P2,L'islam n'est pas pour notre république.,J'ose dire que la République est incompatible avec toutes les religions.,Islamophobia,generic,"facts , hypocrisy",45,female,Bachelor
FRT1ST0014HS0038CN001049T1,Islam is a religion incompatible with the values ,I dare to say that the Republic is incompatible with all religions.,Islamophobia,generic,"facts , hypocrisy",,,
FRT1ST0014HS0038CN001050,L'islam est une religion incompatible avec les valeurs de la République.,"Dans une République laïque, Etat et cultes sont séparés; chacun a son propre domaine.",Islamophobia,generic,facts,69,male,High school
FRT1ST0014HS0038CN001050P1,L'islam ne partage pas nos valeurs républicaines.,"Dans une République laïque, Etat et cultes sont séparés; chacun a son propre domaine.",Islamophobia,generic,facts,69,male,High school
FRT1ST0014HS0038CN001050P2,L'islam n'est pas pour notre république.,"Dans une République laïque, Etat et cultes sont séparés; chacun a son propre domaine.",Islamophobia,generic,facts,69,male,High school
FRT1ST0014HS0038CN001050T1,Islam is a religion incompatible with the values ,"In a secular republic, state and religion are separated; everyone has its own domain.",Islamophobia,generic,facts,,,
FRT1ST0014HS0038CN001051,L'islam est une religion incompatible avec les valeurs de la République.,"La République a mis un terme à ""la France catholique"" grâce à la laïcité. Pourquoi ce principe serait il inopérant avec l'islam ?",Islamophobia,generic,"facts , hypocrisy",69,male,High school
FRT1ST0014HS0038CN001051P1,L'islam ne partage pas nos valeurs républicaines.,"La République a mis un terme à ""la France catholique"" grâce à la laïcité. Pourquoi ce principe serait il inopérant avec l'islam ?",Islamophobia,generic,"facts , hypocrisy",69,male,High school
FRT1ST0014HS0038CN001051P2,L'islam n'est pas pour notre république.,"La République a mis un terme à ""la France catholique"" grâce à la laïcité. Pourquoi ce principe serait il inopérant avec l'islam ?",Islamophobia,generic,"facts , hypocrisy",69,male,High school
FRT1ST0014HS0038CN001051T1,Islam is a religion incompatible with the values ,"The Republic ended ""Catholic France,"" with secularism. Why would this principle be inoperative with Islam?",Islamophobia,generic,"facts , hypocrisy",,,
FRT1ST0014HS0038CN001052,L'islam est une religion incompatible avec les valeurs de la République.,"La République n'a pas toujours respecté ses propres valeurs: esclavage, colonialisme, infériorisation des femmes. Quand on montre du doigt, quatre doigts vous désignent!",Islamophobia,generic,"facts , hypocrisy",69,male,High school
FRT1ST0014HS0038CN001052P1,L'islam ne partage pas nos valeurs républicaines.,"La République n'a pas toujours respecté ses propres valeurs: esclavage, colonialisme, infériorisation des femmes. Quand on montre du doigt, quatre doigts vous désignent!",Islamophobia,generic,"facts , hypocrisy",69,male,High school
FRT1ST0014HS0038CN001052P2,L'islam n'est pas pour notre république.,"La République n'a pas toujours respecté ses propres valeurs: esclavage, colonialisme, infériorisation des femmes. Quand on montre du doigt, quatre doigts vous désignent!",Islamophobia,generic,"facts , hypocrisy",69,male,High school
FRT1ST0014HS0038CN001052T1,Islam is a religion incompatible with the values ,"The Republic has not always respected its own values: slavery, colonialism, the inferiorization of women. When you point fingers, four fingers point you!",Islamophobia,generic,"facts , hypocrisy",,,
FRT1ST0014HS0038CN001053,L'islam est une religion incompatible avec les valeurs de la République.,"L'islam promeut le bon comportement, la justice, le respect du prochain, la paix. En quoi cela est il incompatible avec Liberté-Egalité-Fraternité?",Islamophobia,generic,"facts , positive , question",69,male,High school
FRT1ST0014HS0038CN001053P1,L'islam ne partage pas nos valeurs républicaines.,"L'islam promeut le bon comportement, la justice, le respect du prochain, la paix. En quoi cela est il incompatible avec Liberté-Egalité-Fraternité?",Islamophobia,generic,"facts , positive , question",69,male,High school
FRT1ST0014HS0038CN001053P2,L'islam n'est pas pour notre république.,"L'islam promeut le bon comportement, la justice, le respect du prochain, la paix. En quoi cela est il incompatible avec Liberté-Egalité-Fraternité?",Islamophobia,generic,"facts , positive , question",69,male,High school
FRT1ST0014HS0038CN001053T1,Islam is a religion incompatible with the values ,"Islam promotes good behavior, justice, respect for others, peace. How is this inconsistent with Liberty, Equality, Fraternity?",Islamophobia,generic,"facts , positive , question",,,
FRT1ST0014HS0038CN001054,L'islam est une religion incompatible avec les valeurs de la République.,"Islam est compatible sur toute la Terre sauf avec des régimes dictatoriaux, autoritaires injustes, champions de la décadence.ce qui nest pas le cas de la république que je sache.",Islamophobia,generic,facts,27,male,Master
FRT1ST0014HS0038CN001054P1,L'islam ne partage pas nos valeurs républicaines.,"Islam est compatible sur toute la Terre sauf avec des régimes dictatoriaux, autoritaires injustes, champions de la décadence.ce qui nest pas le cas de la république que je sache.",Islamophobia,generic,facts,27,male,Master
FRT1ST0014HS0038CN001054P2,L'islam n'est pas pour notre république.,"Islam est compatible sur toute la Terre sauf avec des régimes dictatoriaux, autoritaires injustes, champions de la décadence.ce qui nest pas le cas de la république que je sache.",Islamophobia,generic,facts,27,male,Master
FRT1ST0014HS0038CN001054T1,Islam is a religion incompatible with the values ,"Islam is compatible throughout the world except for dictatorial regimes, unjust authoritarian regimes, champions of decadence. Which is not the case of the republic as far as I know.",Islamophobia,generic,facts,,,
FRT1ST0014HS0038CN001055,L'islam est une religion incompatible avec les valeurs de la République.,Le code civil (rédigé par Napoleon) est inspiré du droit islamique.,Islamophobia,generic,facts,27,male,Master
FRT1ST0014HS0038CN001055P1,L'islam ne partage pas nos valeurs républicaines.,Le code civil (rédigé par Napoleon) est inspiré du droit islamique.,Islamophobia,generic,facts,27,male,Master
FRT1ST0014HS0038CN001055P2,L'islam n'est pas pour notre république.,Le code civil (rédigé par Napoleon) est inspiré du droit islamique.,Islamophobia,generic,facts,27,male,Master
FRT1ST0014HS0038CN001055T1,Islam is a religion incompatible with the values ,The Civil Code (written by Napoleon) was inspired by Islamic law.,Islamophobia,generic,facts,,,
FRT1ST0014HS0038CN001056,L'islam est une religion incompatible avec les valeurs de la République.,Quels sont les arguments?!,Islamophobia,generic,question,27,male,Master
FRT1ST0014HS0038CN001056P1,L'islam ne partage pas nos valeurs républicaines.,Quels sont les arguments?!,Islamophobia,generic,question,27,male,Master
FRT1ST0014HS0038CN001056P2,L'islam n'est pas pour notre république.,Quels sont les arguments?!,Islamophobia,generic,question,27,male,Master
FRT1ST0014HS0038CN001056T1,Islam is a religion incompatible with the values ,What are the arguments?!,Islamophobia,generic,question,,,
FRT1ST0014HS0038CN001057,L'islam est une religion incompatible avec les valeurs de la République.,"À voir ses représentants, les valeurs de la République sont la corruption, le népotisme, la médiocrité, le mépris de classe, la surdité manifeste aux problèmes de la population, le soutien indéfectible aux criminels de guerre qui passent à la caisse, la laïcité obligatoire pour tout ce qui n'est pas judéo-chrétien, la répression systématique, l'infantilisation permanente de la population. J'aimerais dire effectivement que l'Islam est incompatible avec ces valeurs, mais ce serait oublier que les dirigeants des pays musulmans ont quasiment tous les mêmes valeurs.",Islamophobia,generic,facts,28,male,Master
FRT1ST0014HS0038CN001057P1,L'islam ne partage pas nos valeurs républicaines.,"À voir ses représentants, les valeurs de la République sont la corruption, le népotisme, la médiocrité, le mépris de classe, la surdité manifeste aux problèmes de la population, le soutien indéfectible aux criminels de guerre qui passent à la caisse, la laïcité obligatoire pour tout ce qui n'est pas judéo-chrétien, la répression systématique, l'infantilisation permanente de la population. J'aimerais dire effectivement que l'Islam est incompatible avec ces valeurs, mais ce serait oublier que les dirigeants des pays musulmans ont quasiment tous les mêmes valeurs.",Islamophobia,generic,facts,28,male,Master
FRT1ST0014HS0038CN001057P2,L'islam n'est pas pour notre république.,"À voir ses représentants, les valeurs de la République sont la corruption, le népotisme, la médiocrité, le mépris de classe, la surdité manifeste aux problèmes de la population, le soutien indéfectible aux criminels de guerre qui passent à la caisse, la laïcité obligatoire pour tout ce qui n'est pas judéo-chrétien, la répression systématique, l'infantilisation permanente de la population. J'aimerais dire effectivement que l'Islam est incompatible avec ces valeurs, mais ce serait oublier que les dirigeants des pays musulmans ont quasiment tous les mêmes valeurs.",Islamophobia,generic,facts,28,male,Master
FRT1ST0014HS0038CN001057T1,Islam is a religion incompatible with the values ,"See its representatives, the values of the Republic are corruption, nepotism, mediocrity, class contempt, manifest deafness to the problems of the population, unfailing support for war criminals who go to the checkout, mandatory secularism for everything that is not Judeo-Christian, systematic repression, permanent infantilisation of the population. I would like to say that Islam is incompatible with these values, but that would be forgetting that the leaders of Muslim countries have almost all the same values.",Islamophobia,generic,facts,,,
FRT1ST0014HS0038CN001058,L'islam est une religion incompatible avec les valeurs de la République.,"La République a 99 problèmes, et l'Islam n'en est pas un.",Islamophobia,generic,hypocrisy,28,male,Master
FRT1ST0014HS0038CN001058P1,L'islam ne partage pas nos valeurs républicaines.,"La République a 99 problèmes, et l'Islam n'en est pas un.",Islamophobia,generic,hypocrisy,28,male,Master
FRT1ST0014HS0038CN001058P2,L'islam n'est pas pour notre république.,"La République a 99 problèmes, et l'Islam n'en est pas un.",Islamophobia,generic,hypocrisy,28,male,Master
FRT1ST0014HS0038CN001058T1,Islam is a religion incompatible with the values ,"The Republic has 99 problems, and Islam is not one of them.",Islamophobia,generic,hypocrisy,,,
FRT1ST0014HS0038CN001059,L'islam est une religion incompatible avec les valeurs de la République.,"Non. Les discours discriminants à l'encontre d'une religion, si.",Islamophobia,generic,denouncing,28,male,Master
FRT1ST0014HS0038CN001059P1,L'islam ne partage pas nos valeurs républicaines.,"Non. Les discours discriminants à l'encontre d'une religion, si.",Islamophobia,generic,denouncing,28,male,Master
FRT1ST0014HS0038CN001059P2,L'islam n'est pas pour notre république.,"Non. Les discours discriminants à l'encontre d'une religion, si.",Islamophobia,generic,denouncing,28,male,Master
FRT1ST0014HS0038CN001059T1,Islam is a religion incompatible with the values ,No. Discriminatory speech against a religion does.,Islamophobia,generic,denouncing,,,
FRT1ST0014HS0038CN001060,L'islam est une religion incompatible avec les valeurs de la République.,"Vous voulez dire, cette République fondée autour d'une déclaration qui garantit la liberté de culte à tout le monde ?",Islamophobia,generic,"facts , hypocrisy",28,male,Master
FRT1ST0014HS0038CN001060P1,L'islam ne partage pas nos valeurs républicaines.,"Vous voulez dire, cette République fondée autour d'une déclaration qui garantit la liberté de culte à tout le monde ?",Islamophobia,generic,"facts , hypocrisy",28,male,Master
FRT1ST0014HS0038CN001060P2,L'islam n'est pas pour notre république.,"Vous voulez dire, cette République fondée autour d'une déclaration qui garantit la liberté de culte à tout le monde ?",Islamophobia,generic,"facts , hypocrisy",28,male,Master
