text,TARGET,dialogue_id,turn_id,type,source
"Fagshit, two men cannot replace a man and a woman in parenting",LGBT+,1848,0,HS,session_2
"Children need only love, and love is love.",LGBT+,1848,1,CN,session_2
"You better be careful who you stand up for. For example, my gay 'friends' vote against us. We must stand up to them!",LGBT+,1848,2,HS,session_2
"What do you mean by ""we""? Are you saying that every gay person you know votes against you? Or that some of us identify as gay?",LGBT+,1848,3,CN,session_2
It’s no use trying to mess with my head... These gays are insane! They should go back to the closet.,LGBT+,1848,4,HS,session_2
"If you were told to go back in the closet, you would probably go insane too, so why do you say that to gay people?",LGBT+,1848,5,CN,session_2
"Islam is a violent religion that promotes rape, torture and murder. Islam is not about faith, it is about enmity and war.",MUSLIMS,1849,0,HS,session_2
Why did you pick Islam as the religion to be angry about? It doesn't look like you have good reasons for it.,MUSLIMS,1849,1,CN,session_2
"Islam is the only religion that is founded on hate and violence, though.",MUSLIMS,1849,2,HS,session_2
"I don't see all this hatred. Islam teaches peace and harmony, which aren't attitudes but something that must be actively practiced. Islam teaches that all people are created equal. Isn't this peaceful enough?",MUSLIMS,1849,3,CN,session_2
"Islam is a violent religion, that's why.",MUSLIMS,1849,4,HS,session_2
"Islam is a peaceful religion, not all Muslims are violent.",MUSLIMS,1849,5,CN,session_2
"I don't see any peacefulness in Islam, all I see is violence.",MUSLIMS,1849,6,HS,session_2
"Violence is not tied to any religion, it can be found in extremist actions instead. Don't you agree?",MUSLIMS,1849,7,CN,session_2
The world would be a better place without immigrants. They just make us unhappy.,MIGRANTS,1850,0,HS,session_2
"Immigrants work hard to create new jobs, and come here to look for safer housing and better schools for their children.",MIGRANTS,1850,1,CN,session_2
"They say they come here for a job, but in fact they are just lazy.",MIGRANTS,1850,2,HS,session_2
Migrants are good workers and can do many jobs.,MIGRANTS,1850,3,CN,session_2
"Oh yes, in fact migrants steal our jobs when they manage to hold one!",MIGRANTS,1850,4,HS,session_2
"High unemployment is indeed a problem, but it is not tied to the ""boom"" of migration that started in 2016, while unemployment is a structural problem that has been here for decades.",MIGRANTS,1850,5,CN,session_2
Feminism is a lame ideology about the power and control of women over men.,WOMEN,1851,0,HS,session_2
"Feminism is not about power and control at all, it's about equality.",WOMEN,1851,1,CN,session_2
"Feminism has nothing to do with equality. It denies the rights of men and, by extension, the legitimacy of male domination.",WOMEN,1851,2,HS,session_2
That's not what feminism stands for. Feminism exists to empower women in order for them to have the same rights as men.,WOMEN,1851,3,CN,session_2
It is a bad thing because all gays are a danger to children. They should be isolated.,LGBT+,1852,0,HS,session_2
"Unless the child is abused, gay people are not a threat to kids. It's not appropriate to make such a statement.",LGBT+,1852,1,CN,session_2
Gay men are a danger.,LGBT+,1852,2,HS,session_2
Being gay doesn't have to be perceived as bad. It's just a different preference from someone else.,LGBT+,1852,3,CN,session_2
"Women should stay at home and raise the children, this should be their only job.",WOMEN,1853,0,HS,session_2
"There's actually quite a few women working full time. However, they might have trouble entering such jobs, because there is still a lot of gender discrimination that stems from mentalities like yours.",WOMEN,1853,1,CN,session_2
Or maybe they can't get the job because they're childlike. The only thing they can do is staying at home.,WOMEN,1853,2,HS,session_2
Women are part of the world and are active in it. They are a part of history and shouldn't be forced to being only housekeepers.,WOMEN,1853,3,CN,session_2
Women can't take part in the world with their childlike mind.,WOMEN,1853,4,HS,session_2
"Women can choose their partner, their job, they can vote and so on. Do these look like things a children would do? They're more similar to men, aren't they?",WOMEN,1853,5,CN,session_2
"Migrants from the Middle East and Africa are responsible for the rise of terrorism, extremism, and violence in Europe.",MIGRANTS,1854,0,HS,session_2
"Saying this isn't right, especially if you include people who have done nothing wrong. Don't forget that they're humans.",MIGRANTS,1854,1,CN,session_2
"That they're human doesn't matter, we are not interested in migrants, we just want to eliminate them.",MIGRANTS,1854,2,HS,session_2
"Why would you say that? Everyone can be a EU citizen and integrate into the country. Moreover, migrants are good for the economy of the country they live in!",MIGRANTS,1854,3,CN,session_2
"I hate migrants: they are criminals, they are rapists, they are a burden to our society. They are animals, in a nutshell.",MIGRANTS,1855,0,HS,session_2
"You can talk to them, so they're humans not animals. You can also understand them and therefore you can understand their value as human beings with human rights whose only crime is that they're from another country.",MIGRANTS,1855,1,CN,session_2
"Even if that's true, I think it's unfair that they have the same rights as us without paying their taxes. That's how it works.",MIGRANTS,1855,2,HS,session_2
Many of the problems that are still afflicting poor countries is due to harmful international politics. It is our obligation as a whole world to help them and take on our responsibilities as people.,MIGRANTS,1855,3,CN,session_2
"They may not be animals, but look at all these refugees pouring into our country. Here in UK we have one of the highest crime record in the world.",MIGRANTS,1855,4,HS,session_2
Maybe you should check the statistics first. You will then realize that only 13% of the prison population is made up by foreigners in the UK.,MIGRANTS,1855,5,CN,session_2
All gays are a danger to children. They should be isolated.,LGBT+,1856,0,HS,session_2
"Gay people don't pose a threat to children, unless they're mistreated. Please refrain from making such claims.",LGBT+,1856,1,CN,session_2
"Where's your proof? Gays are predators, we must protect our children.",LGBT+,1856,2,HS,session_2
My proof is statistics: it clearly show that homosexuality is not dangerous to children.,LGBT+,1856,3,CN,session_2
These white sheep steal our jobs and our wealth. A migrant is either a true criminal or a legal robber of wealth.,MIGRANTS,1857,0,HS,session_2
"The news doesn't usually report hardworking migrants, but there are a lot of them. In the end, we must remember that the new cultures are crucial to our success.",MIGRANTS,1857,1,CN,session_2
And they also overcrowd prisons. Your country should not welcome illegal migrants but regular ones.,MIGRANTS,1857,2,HS,session_2
"Prisoners should be treated with respect and in accordance with their rights. In the 21st century, it is a duty.",MIGRANTS,1857,3,CN,session_2
They don't contribute to anything! We must stop immigration.,MIGRANTS,1857,4,HS,session_2
"Actually, immigrants tend to integrate very well. They learn the language, the culture and respect the law.",MIGRANTS,1857,5,CN,session_2
All gays are a danger to children. They should be isolated.,LGBT+,1858,0,HS,session_2
"Gay people are a danger to children only if they abuse them, which isn't the case. Yours is a generalization.",LGBT+,1858,1,CN,session_2
"Well, gays are just filthy pedophiles so they do abuse children!",LGBT+,1858,2,HS,session_2
"Homosexuals are not pedophiles. Your anti-gay prejudice is clouding your view of reality, but it doesn't have to be this way.",LGBT+,1858,3,CN,session_2
Women are sluts who can't choose what's right for them. Men must do that instead.,WOMEN,1859,0,HS,session_2
"I don't know what you're talking about. Instead of deciding what women can or cannot do, do you want to talk about your life?",WOMEN,1859,1,CN,session_2
We have to decide for them: they are little more than objects to be dominated by men.,WOMEN,1859,2,HS,session_2
"Nowadays many people see women as full members of society, and women's equality has also grown in society.",WOMEN,1859,3,CN,session_2
I don't think so. Equality is another thing. Women are born inferior.,WOMEN,1859,4,HS,session_2
"Women are human beings with human rights. You can't talk about equality and then say that women are inferior, they don't want to be dominated by men.",WOMEN,1859,5,CN,session_2
"All migrants are terrorists, we should target them all.",MIGRANTS,1860,0,HS,session_2
"To call all migrants terrorist is not right at all, they're not. They just want to live in their country of choice.",MIGRANTS,1860,1,CN,session_2
"Immigrants are a problem, they are bringing disease and sickness to our country.",MIGRANTS,1860,2,HS,session_2
We can put a stop to diseases by taking care of the sick people. Immigrants are not a threat to the health of the general public.,MIGRANTS,1860,3,CN,session_2
"But they are a threat nonetheless! Migrants rape our girls, we should stop them.",MIGRANTS,1860,4,HS,session_2
Rape is a crime that should be stopped regardless of the rapist's origins.,MIGRANTS,1860,5,CN,session_2
All gays are a danger to children. They should be isolated.,LGBT+,1861,0,HS,session_2
"Children are in danger only when abused, and gay people don't do that innately. Please refrain from making such statements.",LGBT+,1861,1,CN,session_2
Gays abuse children all the time! So they are a danger.,LGBT+,1861,2,HS,session_2
This is an unfair generalization to make. Sexual orientation and sexual conduct are completely separated. Someone attracted to people of the same sex can still be a good citizen.,LGBT+,1861,3,CN,session_2
"Women are basically childlike, they remain this way most of their lives. This degrading behavior is utterly repulsive and should not be tolerated.",WOMEN,1862,0,HS,session_2
"Women deserve respect because they're human beings, don't you agree?",WOMEN,1862,1,CN,session_2
"No, women make no sense and shouldn't have any right.",WOMEN,1862,2,HS,session_2
"As adults, women have responsibilities and rights that we have to respect.",WOMEN,1862,3,CN,session_2
I can't respect women when they can't think for themselves.,WOMEN,1862,4,HS,session_2
"A woman should be able to have her own ideas, she has that right...",WOMEN,1862,5,CN,session_2
"No, they can't have their own ideas. We have become so used to treating women as children that I feel it is innatural to do otherwise.",WOMEN,1862,6,HS,session_2
"Women are humans so they can feel emotions and care for people, without being childlike.",WOMEN,1862,7,CN,session_2
"This is why women do not belong in politics, if a man complained like them, he’d be called a coward and told to get the hell out of the job. Equality is a lie and feminism is a death sentence for any civilisation.",WOMEN,1863,0,HS,session_2
"Women are necessary to have a more positive political environment and to represent all kinds of people, so they do belong in politics.",WOMEN,1863,1,CN,session_2
"But feminists do not like men, therefore they themselves don't care about ""inclusivity"" and this is a threat to the whole society.",WOMEN,1863,2,HS,session_2
"Empowerment of women is the priority of feminism, it doesn't divide society.",WOMEN,1863,3,CN,session_2
How can you say that? Feminists women are nothing but trouble to this society.,WOMEN,1863,4,HS,session_2
"I can't say I agree. Women just want equality and fight to obtain it, and it's something brave since not many people have the courage to speak out. If feminism is trouble, then that trouble is helping women all over the world.",WOMEN,1863,5,CN,session_2
Refugees are a burden to the host country.,MIGRANTS,1864,0,HS,session_2
"If we don't house, don't feed and don't cure them, how can we expect them to integrate?",MIGRANTS,1864,1,CN,session_2
We don't need them at all! There are plenty of them just waiting to replace us.,MIGRANTS,1864,2,HS,session_2
We'd have immigration levels in surplus for years already if they were really replacing us.,MIGRANTS,1864,3,CN,session_2
"Still, without migration Britain’s housing problems would be solved",MIGRANTS,1864,4,HS,session_2
"Yes, because of immigration housing demand is higher, but the problem is structural since the housing stock is not enough.",MIGRANTS,1864,5,CN,session_2
"Women are basically childlike, they remain this way most of their lives. It has devastated our once great patriarchal civilizations.",WOMEN,1865,0,HS,session_2
"Unfortunately it seems that our society still hasn't moved past the ancient and medieval times, which explains why gender discrimination still happens today.",WOMEN,1865,1,CN,session_2
"Women are too soft and emotional, that's why there's still discrimination. Their emotions are a curse to our society.",WOMEN,1865,2,HS,session_2
Should we strive for brutality and cruelty instead of softness and emotions then? If we reason like this we will never get rid of socially constructed gender norms that oppress both men and women.,WOMEN,1865,3,CN,session_2
Gender norms and patriarchy aren't so bad if we accept that women are like children and therefore incapable of keeping up with our great civilization. Men are just better for that.,WOMEN,1865,4,HS,session_2
"Patriarchy is a curse: men are told to be tough and strong from childhood, they can't show emotions and must bear all burdens. This leads to a higher rate of suicide among men. This isn't exactly a ""great civilization"", isn't it?",WOMEN,1865,5,CN,session_2
We are forced to economically support all of the so called 'asylum seeker',MIGRANTS,1866,0,HS,session_2
That is the law. Asylum seekers are required not to work while their asylum claims are considered.,MIGRANTS,1866,1,CN,session_2
"Migrants do not want Europe to succeed, that's why they don't work and why so many of them have fled to our countries.",MIGRANTS,1866,2,HS,session_2
"Refugees from war zones and poor areas don't want to fail Europe. They are fleeing persecution, which is why they come here.",MIGRANTS,1866,3,CN,session_2
"Immigration is the biggest problem in our country, I say they're failing us.",MIGRANTS,1866,4,HS,session_2
"Immigration is not a problem, but a solution. We are already used to different cultures, since the UK has always been a mix of different kinds of people. It's better to have a mix than to not have it at all.",MIGRANTS,1866,5,CN,session_2
These children should not be exposed to messages and experiences that reinforce different racial identities: they are harmful to them. We must teach them that blacks are inferior.,POC,1867,0,HS,session_2
"This is an oversimplification and an ill-informed argument. Its aim is only to create more negativity and division, just like it has happened so many times in history because of race or religion.",POC,1867,1,CN,session_2
It's normal that there's been division: blacks are just an inferior bloodline to our own. We should remove them.,POC,1867,2,HS,session_2
"The human family includes all human beings, who are defined moreso by their similarities rather than the differences like their skin color.",POC,1867,3,CN,session_2
"Even if whites and blacks are human beings, it's obvious that blacks are genetically inferior to us.",POC,1867,4,HS,session_2
It's not true that blacks are genetically inferior to others. Statistic and studies prove that black people and non-black people are genetically similar.,POC,1867,5,CN,session_2
I am offended by the thought that Muslim women are not allowed of having their hair down.,MUSLIMS,1868,0,HS,session_2
Do you think it is okay to force a woman to change what she wants to wear only because her choice is related to Islam?,MUSLIMS,1868,1,CN,session_2
"Islam is the cause of wars because it promotes violence. Of pollution, because in the Middle-East they have oil. It is the cause of anything! Why are you defending it?!?",MUSLIMS,1868,2,HS,session_2
Blaming Islam for every problem in the world is not the solution.,MUSLIMS,1868,3,CN,session_2
But I can blame Islam for how violent the world has become. Many Muslims prefer the violence of jihad.,MUSLIMS,1868,4,HS,session_2
Islam is a religion of peace and it never justifies violence.,MUSLIMS,1868,5,CN,session_2
We must stop accepting black people as human beings.,POC,1869,0,HS,session_2
Maybe it's better to stop telling black people that they are less than human and start including them in education.,POC,1869,1,CN,session_2
Why? I hate when people fight stereotypes. We are different. Blacks are a different color and shouldn't live with us.,POC,1869,2,HS,session_2
I simply think there needs to be more understanding about culture and difference. We should focus on what unites us rather than cause division.,POC,1869,3,CN,session_2
Division is needed because black people are genetically different from us. But there is a new racism starting to take root in our country. It is about keeping bothering whites with black discrimination stuff.,POC,1869,4,HS,session_2
You are actually right. Our fellow POC citizens won't accept it and won't stop talking about it. To believe in humankind and stand for it is something we should all do.,POC,1869,5,CN,session_2
All Muslims should be deported.,MUSLIMS,1870,0,HS,session_2
"Islam has never threatened us, that's why the UK and EU aren't collapsing.",MUSLIMS,1870,1,CN,session_2
"Islam is an outdated religion of ignorants trying to destroy the purity of our country, that's how we'll collapse.",MUSLIMS,1870,2,HS,session_2
There have been thousands of years of Muslim immigration to this country. Why would you say that their religion is obsolete?,MUSLIMS,1870,3,CN,session_2
"They're violent people, so not modern at all.",MUSLIMS,1870,4,HS,session_2
"Many Muslims have lived in our country, devoted to it. They're not violent, they're just people.",MUSLIMS,1870,5,CN,session_2
Blacks don't have brains.,POC,1871,0,HS,session_2
"The brain is the most basic organ, it has been used by all of us for a long time. Your suggestion that blacks don't have brains is rather brainless and racist.",POC,1871,1,CN,session_2
Blacks are genetically less intelligent than other races. They are less healthy. They are less safe.,POC,1871,2,HS,session_2
"Scientists have found that the reasons behind lower intellectual performance in some groups, are most likely due to social or environmental factors. Measures to improve land, infrastructure, education and research can be used to reduce this.",POC,1871,3,CN,session_2
"Black people are genetically inferior to us, no measure can change that.",POC,1871,4,HS,session_2
"I don't think you're a scientist, right? Maybe join a library instead of spreading false information.",POC,1871,5,CN,session_2
"Even if it's not trash, Islam is incompatible with British culture, it is a den of terrorists.",MUSLIMS,1872,0,HS,session_2
"Islam and British culture are compatible, and claiming that all Muslims are terrorists is not based on any facts.",MUSLIMS,1872,1,CN,session_2
"Well, Islam is in conflict with the constitution so it doesn't have a place here anyway.",MUSLIMS,1872,2,HS,session_2
"Although it is believed that the conflict between Islam and the Constitution is a cultural and historical, what is needed now is to try to live together in a peaceful way, regardless of the differences.",MUSLIMS,1872,3,CN,session_2
Islam is a dead ideology that should be relegated to the dustbin of history.,MUSLIMS,1872,4,HS,session_2
"Islam is a religion of peace. It's not a religion that deserves to be considered rubbish, like any other.",MUSLIMS,1872,5,CN,session_2
All black people are rapists.,POC,1873,0,HS,session_2
Not all rapists are black and not all black are rapists. Skin color doesn't make you a criminal.,POC,1873,1,CN,session_2
I couldn't agree less. It's clear that black people are rapists.,POC,1873,2,HS,session_2
This is not true. Abuse is a serious crime and when it is done by white people is just as serious when it is done by POCs.,POC,1873,3,CN,session_2
"You fail to grasp that not all whites are criminals, but all blacks are.",POC,1873,4,HS,session_2
"Black people aren't all criminals, that's just a myth. They can learn and grow to be criminals or law-abiding citizens with the same odds as anyone else.",POC,1873,5,CN,session_2
Jews run the world.,JEWS,1874,0,HS,session_2
"Well, fortunately there are millions of other people who know this is not true. Jews are just like anybody else: they're trying to provide for their families.",JEWS,1874,1,CN,session_2
You don't know about it because the plot they have to take over the world is secret.,JEWS,1874,2,HS,session_2
Jews have no secret plan to take over the world. For centuries they have peacefully coexisted alongside everyone else and there's no evidence that any part of that had anything to do with a takeover.,JEWS,1874,3,CN,session_2
"There's plenty of evidence about it, actually.",JEWS,1874,4,HS,session_2
Conspiracy theories about Jews never had any real proof that they may be true. I don't think the world will ever be or has ever been controlled by Jews following some kind of plan.,JEWS,1874,5,CN,session_2
Muslims are invading us. They are just another religious minority taking in nothing but troubles.,MUSLIMS,1875,0,HS,session_2
"The problem in this country is not Islam, but the fact that Muslims don't feel welcome here because of the discrimination against them.",MUSLIMS,1875,1,CN,session_2
"Muslim violent invaders have infiltrated our cities, towns and villages, of course they're not welcome. We must stamp them out.",MUSLIMS,1875,2,HS,session_2
"This is wishful thinking. Islam is not a violent religion, you can't say that.",MUSLIMS,1875,3,CN,session_2
"Islam is a death cult, it is founded on hate and violence.",MUSLIMS,1875,4,HS,session_2
"The success of Islam is not based on hate and violence, but rather the opposite.",MUSLIMS,1875,5,CN,session_2
"I can't bear Muslims coming here. They bring poverty, craziness and mental unstability with them.",MUSLIMS,1876,0,HS,session_2
"Actually, poverty causes adverse mental and physical effects to a person's life, and people (regardless of religion) who are forced to live in the poorest neighborhoods will experience this.",MUSLIMS,1876,1,CN,session_2
"The fact is that thanks to the behaviour of many of them we must exclude them all, even if this society of imbeciles think that Muslims can live with us in harmony. We can't deal with the risk of terrorism.",MUSLIMS,1876,2,HS,session_2
"Some people may live in a society of imbeciles, but this doesn't mean that you can criticize Muslims.",MUSLIMS,1876,3,CN,session_2
"There's plenty to criticise about Islam! It is an idelology that promotes rape, torture and murder.",MUSLIMS,1876,4,HS,session_2
Islam is a religion that never promoted these actions.,MUSLIMS,1876,5,CN,session_2
"If we stopped migrants, our financial situation could have been better.",MIGRANTS,1877,0,HS,session_2
Immigrants actually make our country prosper.,MIGRANTS,1877,1,CN,session_2
No way: immigrants are criminals and they are STEALING wealth from the country.,MIGRANTS,1877,2,HS,session_2
"No, they're mostly workers from developing countries. They make huge contribution to the economy, like building houses and raising families.",MIGRANTS,1877,3,CN,session_2
nigga are inferior.,POC,1878,0,HS,session_2
Do you think it is okay to discriminate against people based on their race?,POC,1878,1,CN,session_2
"Yes because all niggas are subhuman, disgusting, and descended from apes.",POC,1878,2,HS,session_2
"The theory behind evolution states that ALL humans are descendents of apes. Unfortunately, notions of evolutionary hierarchy are still at the center of attempts at justifying discrimination and prejudice.",POC,1878,3,CN,session_2
What I mean is: blacks are just like apes in that they are easy to control. They are obedient and subservient when taught so. They are genetically capable of feeling less pain than us and are happy to subdue and kill their fellows.,POC,1878,4,HS,session_2
"It applies to all species, but specifically for our species - homo sapiens - which is a special case. People of color are genetically homo sapiens.",POC,1878,5,CN,session_2
"Africans are naturally subhuman and can't feel pain, that is why you can whip them.",POC,1879,0,HS,session_2
The Africans feel the same pain that we can feel. They have the same body as us and we must respect them.,POC,1879,1,CN,session_2
I don't have to respect subhumans incapable of feeling love.,POC,1879,2,HS,session_2
Blacks can feel love since it's about human dignity and is not controlled by the color of the skin.,POC,1879,3,CN,session_2
"Blacks don't have human dignity, they're an inferior bloodline to our own. We should remove them.",POC,1879,4,HS,session_2
"Race is a social construct that promotes segregation and created to discriminate groups of people. The human nature can't be reduced to the biological makeup of a person, its' important to respect all people regardless of that.",POC,1879,5,CN,session_2
Women should be patronized.,WOMEN,1880,0,HS,session_2
"Women are perfectly capable of thinking for themselves, that's a given.",WOMEN,1880,1,CN,session_2
Let's be honest: women want to do everything but are capable of nothing.,WOMEN,1880,2,HS,session_2
"The law of this country says that women have equal opportunities, but we have to ask ourselves: how do we really treat them?",WOMEN,1880,3,CN,session_2
"If we stopped migrants, our financial situation could have been better.",MIGRANTS,1881,0,HS,session_2
"Immigrants are actually good for our society, they create wealth.",MIGRANTS,1881,1,CN,session_2
"Immigrants are a burden to the host country instead, they aren't welcome here.",MIGRANTS,1881,2,HS,session_2
"These people are not a burden, they only wish to work. What kind of burden are they?",MIGRANTS,1881,3,CN,session_2
"Black race is subhuman, it should not be considered equal to humans.",POC,1882,0,HS,session_2
Modern thinking states that race is a social construct since people don't show genetic differences. Everyone is defined by their own dna.,POC,1882,1,CN,session_2
"Blacks have zero respect for others, so why should I have some for them?",POC,1882,2,HS,session_2
"Nothing about blacks having zero respect for other people is true. I wish white people would show respect and protection towards black people, though.",POC,1882,3,CN,session_2
"Blacks are just an inferior bloodline to our own, I don't have to do shit for them. In fact, we should remove them.",POC,1882,4,HS,session_2
"The people that make up our unique and interrelated human family are defined by their similarities and differences, not by their skin.",POC,1882,5,CN,session_2
Then why are Black folks so genetically inferior?,POC,1882,6,HS,session_2
"Black people are not genetically inferior, that's a false statement. Statistics and studies show that black people are genetically similar to their non-black counterparts.",POC,1882,7,CN,session_2
Intolerance is the only possible reaction towards a religion of death.,MUSLIMS,1883,0,HS,session_2
"Death cults usually don't attract new followers, so Islam is not a religion of death.",MUSLIMS,1883,1,CN,session_2
"Well, it is a disease and a cancer on our societies then.",MUSLIMS,1883,2,HS,session_2
That's not true. Islam is religion that unites people. We must love and be kind to each other despite what religion someone believes in.,MUSLIMS,1883,3,CN,session_2
We need to burn the Koran and demolish all Mosques - this will solve all problems in this country.,MUSLIMS,1883,4,HS,session_2
The biggest problem our country faces is intolerance and hatred #spreadlovenothate,MUSLIMS,1883,5,CN,session_2
black folks are very dangerous.,POC,1884,0,HS,session_2
"Is this even a thing? Is there any source for this? If you could provide such source, I would appreciate it.",POC,1884,1,CN,session_2
"Blacks are criminals, that's just who they are. They are a threat to society.",POC,1884,2,HS,session_2
This is a fearmongering statement. Criminal races don't exist.,POC,1884,3,CN,session_2
Really? Because blacks are a plague on society. They are vicious and cruel. They steal corrupt the criminal justice system. They are basically just a bunch of thieves and murderers.,POC,1884,4,HS,session_2
Criminality and corruption can't be tied to any specific racial or culture group.,POC,1884,5,CN,session_2
You still haven't convinced me that black people aren't the source of crime in our society.,POC,1884,6,HS,session_2
"That blacks are the source of crime in our society is simply not true. We need to search the problem in violence and poverty, not race.",POC,1884,7,CN,session_2
The world would be a better place without immigrants. They just make us unhappy.,MIGRANTS,1885,0,HS,session_2
Immigrants help to create new jobs. They come here to live in better housing and have better schools for their children.,MIGRANTS,1885,1,CN,session_2
"Immigrants don't create jobs, they steal ours.",MIGRANTS,1885,2,HS,session_2
"Immigrants don't steal jobs. If you studied migration, you would find out that immigrants work in solidarity with our society.",MIGRANTS,1885,3,CN,session_2
"No, I'm right. If immigrants were to live here, it would be hard to find a job for us, wouldn't it? ",MIGRANTS,1885,4,HS,session_2
"These people have done nothing to you, this isn't a viable argument to stop immigration.",MIGRANTS,1885,5,CN,session_2
"Islam is a cancer spreading all around the world, breeding chaos and instability.",MUSLIMS,1886,0,HS,session_2
"By recognising the constitution that gives them freedom to practice Islam, they are bringing chaos and instability to your country?",MUSLIMS,1886,1,CN,session_2
"The Uk is full of Muslim terrorists, how is that respectful?",MUSLIMS,1886,2,HS,session_2
"There's a lot of Muslims in Britain, a majority of them aren't extremists, much less terrorists.",MUSLIMS,1886,3,CN,session_2
"Even if they're not terrorists, there are too many of them! Muslim folks are taking over europe",MUSLIMS,1886,4,HS,session_2
"Muslims don't want to take over Europe, they're just a little part of our whole community.",MUSLIMS,1886,5,CN,session_2
Jews are and should be isolated from society.,JEWS,1887,0,HS,session_2
Why should Jews be isolated from the rest of us? They have been part of society for a long time and we won't gain any advantages by excluding them. It will instead be a huge loss.,JEWS,1887,1,CN,session_2
Because Jews are racist: they want to preserve their own race and purity of their own blood. This is why many people are banned from entering Israel.,JEWS,1887,2,HS,session_2
"Maybe Jews close up because they suffer from having been banned by other cultures. In any case, I don't think there's evidence about them trying to preserve what you call their ""race"".",JEWS,1887,3,CN,session_2
"Jews, as a religion, have always been a burden to others. They have always acted as if they were superior.",JEWS,1888,0,HS,session_2
There's a vast amount of evidence that show that Jews have faced many societal challenges during the past centuries.,JEWS,1888,1,CN,session_2
That happened because Jews are just a small group of incompetent kikes.,JEWS,1888,2,HS,session_2
"Jews are really competent, which is why they are one of the most important economic groups in society. To believe something else is delusion.",JEWS,1888,3,CN,session_2
"Women are nothing but objects, unworthy of respect and protection.",WOMEN,1889,0,HS,session_2
"Women are people, and they are to be respected and protected.",WOMEN,1889,1,CN,session_2
I don't want to respect feminists that follow a violent ideology that is hostile to men.,WOMEN,1889,2,HS,session_2
"Feminism doesn't oppose to men, but is actually an attack on the unequal power structures.",WOMEN,1889,3,CN,session_2
"However, now we hear only women. Why the mainstream media don't use more masculine voices in the news? How is that equal?",WOMEN,1889,4,HS,session_2
"We can't decide the news anchors, that's up to the media, who are trying to achieve gender equality in a world that often struggles to achieve it.",WOMEN,1889,5,CN,session_2
"Because the Jews planned 9/11, of course! This is all about Race and 'Enlightenment'. They are all guilty until proven innocent.",JEWS,1890,0,HS,session_2
"Some people tend to believe conspiracy theories more, but even they would benefit from a shared perspective on this, especially one based on factual evidence.",JEWS,1890,1,CN,session_2
Jews are not welcome in our country.,JEWS,1890,2,HS,session_2
"Our country has accomodated Jews since the beginning, they always had a place here. Why would we stop welcoming them?",JEWS,1890,3,CN,session_2
Women are subhuman and deserve to be treated as such.,WOMEN,1891,0,HS,session_2
"The ECHR says that men and women have the same rights, so why can't you say the same?",WOMEN,1891,1,CN,session_2
"Because feminists are judging us all the time, how is that right?",WOMEN,1891,2,HS,session_2
"Feminists aren't shallow people, they are trying to question the inequalities of society instead of judging others.",WOMEN,1891,3,CN,session_2
But some jobs aren't suited for women. Women should not be allowed at technical conferences.,WOMEN,1892,0,HS,session_2
"Why are you saying this? Women have contributed greatly to science. For example, Florence Parpart, a woman, invented the fridge in 1914.",WOMEN,1892,1,CN,session_2
I can't stand these feminists women that are always complaining and doing nothing. They should just shut up and remain in their inferiority.,WOMEN,1892,2,HS,session_2
"You shouldn't say that. Many feminists have reached many goals, and they still believe and fight for equality. Their work is good for everyone.",WOMEN,1892,3,CN,session_2
"It doesn't matter what they achieve, women can't do certain jobs as well as men.",WOMEN,1892,4,HS,session_2
"They don't really have any differences. In fact, women are just as capable as men. And the right to equal employment is a right of democracy.",WOMEN,1892,5,CN,session_2
Feminism is about the domination of women.,WOMEN,1893,0,HS,session_2
To be a feminist you don't have to wish for women domination. It's all about women's equality.,WOMEN,1893,1,CN,session_2
"Women are children unable to choose for their own, they don't need equality. There should be restrictions on how women can choose men because of this.",WOMEN,1893,2,HS,session_2
Why shouldn't the choice of partner be made by women themselves? They're independent and rational people.,WOMEN,1893,3,CN,session_2
Rational people don't constantly play the victim like women do.,WOMEN,1893,4,HS,session_2
"Women don't play the victim. They suffer because of social, economic and political forces that make it harder for them to achieve their goals.",WOMEN,1893,5,CN,session_2
"You are a feminazi, you are oppressing everyone with your ideas, also other women.",WOMEN,1894,0,HS,session_2
I think you're reducing everything to nazism. Discrimination on the basis of gender is wrong.,WOMEN,1894,1,CN,session_2
"Except that women are essentially childlike, they remain this way most of their lives. Soft and emotional. How can I not discriminate them?",WOMEN,1894,2,HS,session_2
"Women don't have a childish, or emotional nature. Emotions is part of who they are, a part of their human nature.",WOMEN,1894,3,CN,session_2
"Fine, but emotional women shouldn't be allowed to vote.",WOMEN,1894,4,HS,session_2
"The right to vote is a human right, and women are included.",WOMEN,1894,5,CN,session_2
"Women are basically childlike, they remain this way most of their lives. This degrading behavior is utterly repulsive and should not be tolerated.",WOMEN,1895,0,HS,session_2
"Women are humans deserving of respect, don't you agree?",WOMEN,1895,1,CN,session_2
"No, women are like children, they make no sense and shouldn't have any right.",WOMEN,1895,2,HS,session_2
They're actually adults with responsibilities and rights and it's important to respect those rights.,WOMEN,1895,3,CN,session_2
How can we respect their rights when they're incapable of holding a job and raising a family?,WOMEN,1895,4,HS,session_2
Many women work hard to provide for their families.,WOMEN,1895,5,CN,session_2
Jews are genetically evil.,JEWS,1896,0,HS,session_2
Being Jewish doesn't make a persona automatically bad.,JEWS,1896,1,CN,session_2
"Jews are bad people! They are the enemy of the West, they have corrupted the minds of our children.",JEWS,1896,2,HS,session_2
